currentSrc,currentBasename,currentHash,proposedBasename,proposedSrc,qids,numbers,topic,subtopics,dryRun,semanticSource
/qbank/2023-test1/images/img_df03928a9ee5f9f08de18da6626e5bad.jpeg,img_df03928a9ee5f9f08de18da6626e5bad.jpeg,df03928a9ee5f9f08de18da6626e5bad,mcq-kind-allowed-run-lane-marking-public-transport-df03928a.jpeg,/qbank/2023-test1/images/mcq-kind-allowed-run-lane-marking-public-transport-df03928a.jpeg,q0452,452,mcq,,true,mcq-kind-allowed-run-lane-marking-public-transport
/qbank/2023-test1/images/img_f0a312c7d66bf18faf3df8558444d059.jpeg,img_f0a312c7d66bf18faf3df8558444d059.jpeg,f0a312c7d66bf18faf3df8558444d059,mcq-use-lights-weather-condition-fog-f0a312c7.jpeg,/qbank/2023-test1/images/mcq-use-lights-weather-condition-fog-f0a312c7.jpeg,q0453,453,mcq,,true,mcq-use-lights-weather-condition-fog
/qbank/2023-test1/images/img_8dc0ed955810164f87f93a39e52ce63e.jpeg,img_8dc0ed955810164f87f93a39e52ce63e.jpeg,8dc0ed955810164f87f93a39e52ce63e,mcq-max-speed-city-30km-8dc0ed95.jpeg,/qbank/2023-test1/images/mcq-max-speed-city-30km-8dc0ed95.jpeg,q0454,454,mcq,,true,mcq-max-speed-city-30km
/qbank/2023-test1/images/img_d1b82ba98d947b6d19a238f47ce121f1.jpeg,img_d1b82ba98d947b6d19a238f47ce121f1.jpeg,d1b82ba98d947b6d19a238f47ce121f1,right-of-way-run-situation-stop-yield-d1b82ba9.jpeg,/qbank/2023-test1/images/right-of-way-run-situation-stop-yield-d1b82ba9.jpeg,q0456,456,right-of-way,,true,right-of-way-run-situation-stop-yield
/qbank/2023-test1/images/img_e589ab18a8d91341e027264f7e2dc607.jpeg,img_e589ab18a8d91341e027264f7e2dc607.jpeg,e589ab18a8d91341e027264f7e2dc607,violations-penalties-kind-violation-have-while-temporarily-stopp-e589ab18.jpeg,/qbank/2023-test1/images/violations-penalties-kind-violation-have-while-temporarily-stopp-e589ab18.jpeg,q0460,460,violations-penalties,,true,violations-penalties-kind-violation-have-while-temporarily-stopp
/qbank/2023-test1/images/img_264f74cf6198d48b0ef0a8c07f0ba6c9.jpeg,img_264f74cf6198d48b0ef0a8c07f0ba6c9.jpeg,264f74cf6198d48b0ef0a8c07f0ba6c9,police-signals-run-encountering-situation-intersection-stop-wait-264f74cf.jpeg,/qbank/2023-test1/images/police-signals-run-encountering-situation-intersection-stop-wait-264f74cf.jpeg,q0464,464,traffic-signals,traffic-signals:police-signals,true,police-signals-run-encountering-situation-intersection-stop-wait
/qbank/2023-test1/images/img_e5baf012319f8aaf5add8bdcb0029b87.jpeg,img_e5baf012319f8aaf5add8bdcb0029b87.jpeg,e5baf012319f8aaf5add8bdcb0029b87,traffic-lights-use-light-situation-intersection-high-e5baf012.jpeg,/qbank/2023-test1/images/traffic-lights-use-light-situation-intersection-high-e5baf012.jpeg,q0465,465,traffic-lights,,true,traffic-lights-use-light-situation-intersection-high
/qbank/2023-test1/images/img_dc1047dc9416ca4b70fbdf5a66b1e1c9.jpeg,img_dc1047dc9416ca4b70fbdf5a66b1e1c9.jpeg,dc1047dc9416ca4b70fbdf5a66b1e1c9,expressway-run-position-leaving-enter-deceleration-dc1047dc.jpeg,/qbank/2023-test1/images/expressway-run-position-leaving-enter-deceleration-dc1047dc.jpeg,q0469,469,expressway,,true,expressway-run-position-leaving-enter-deceleration
/qbank/2023-test1/images/img_cd96972449c653ef65d4ecb04acd1240.jpeg,img_cd96972449c653ef65d4ecb04acd1240.jpeg,cd96972449c653ef65d4ecb04acd1240,traffic-signs-far-away-warning-sign-placed-beyond-150m-cd969724.jpeg,/qbank/2023-test1/images/traffic-signs-far-away-warning-sign-placed-beyond-150m-cd969724.jpeg,q0470,470,traffic-signs,,true,traffic-signs-far-away-warning-sign-placed-beyond-150m
/qbank/2023-test1/images/img_060789982fc6c3743c66d398d2210880.jpeg,img_060789982fc6c3743c66d398d2210880.jpeg,060789982fc6c3743c66d398d2210880,traffic-laws-driving-kind-violation-law-06078998.jpeg,/qbank/2023-test1/images/traffic-laws-driving-kind-violation-law-06078998.jpeg,q0475,475,proper-driving,proper-driving:traffic-laws,true,traffic-laws-driving-kind-violation-law
/qbank/2023-test1/images/img_11c014faa00a85b6442798672a83d91d.jpeg,img_11c014faa00a85b6442798672a83d91d.jpeg,11c014faa00a85b6442798672a83d91d,vehicle-registration-kind-violation-have-deliberately-covering-11c014fa.jpeg,/qbank/2023-test1/images/vehicle-registration-kind-violation-have-deliberately-covering-11c014fa.jpeg,q0476,476,vehicle-registration,,true,vehicle-registration-kind-violation-have-deliberately-covering
/qbank/2023-test1/images/img_9765a36be1167aac9641d75867e37f1b.jpeg,img_9765a36be1167aac9641d75867e37f1b.jpeg,9765a36be1167aac9641d75867e37f1b,mcq-pass-encountering-situation-intersection-make-sure-9765a36b.jpeg,/qbank/2023-test1/images/mcq-pass-encountering-situation-intersection-make-sure-9765a36b.jpeg,q0478,478,mcq,,true,mcq-pass-encountering-situation-intersection-make-sure
/qbank/2023-test1/images/img_5747f74941b3b58cb40e0eb46e37e5b1.jpeg,img_5747f74941b3b58cb40e0eb46e37e5b1.jpeg,5747f74941b3b58cb40e0eb46e37e5b1,expressway-max-speed-110km-5747f749.jpeg,/qbank/2023-test1/images/expressway-max-speed-110km-5747f749.jpeg,q0480,480,expressway,,true,expressway-max-speed-110km
/qbank/2023-test1/images/p40-481.jpg,p40-481.jpg,fe0a0c38acf563414182fafbc9048e08,expressway-max-speed-highway-40km-fe0a0c38.jpg,/qbank/2023-test1/images/expressway-max-speed-highway-40km-fe0a0c38.jpg,q0481,481,expressway,,true,expressway-max-speed-highway-40km
/qbank/2023-test1/images/img_8b9a36c3c56a872b3aa01d029f2ba384.jpeg,img_8b9a36c3c56a872b3aa01d029f2ba384.jpeg,8b9a36c3c56a872b3aa01d029f2ba384,indicators-use-lights-position-turn-left-8b9a36c3.jpeg,/qbank/2023-test1/images/indicators-use-lights-position-turn-left-8b9a36c3.jpeg,q0485,485,driving-operations,driving-operations:indicators,true,indicators-use-lights-position-turn-left
/qbank/2023-test1/images/img_574b2850edfe18363a617a04f9db8e39.jpeg,img_574b2850edfe18363a617a04f9db8e39.jpeg,574b2850edfe18363a617a04f9db8e39,road-signs-pass-intersection-reduce-speed-574b2850.jpeg,/qbank/2023-test1/images/road-signs-pass-intersection-reduce-speed-574b2850.jpeg,q0490,490,traffic-signals,traffic-signals:road-signs,true,road-signs-pass-intersection-reduce-speed
/qbank/2023-test1/images/img_a54b4783d4e58de8abfc1a97c2bfc986.jpeg,img_a54b4783d4e58de8abfc1a97c2bfc986.jpeg,a54b4783d4e58de8abfc1a97c2bfc986,road-markings-encountering-situation-waiting-line-wait-a54b4783.jpeg,/qbank/2023-test1/images/road-markings-encountering-situation-waiting-line-wait-a54b4783.jpeg,q0491,491,road-markings,,true,road-markings-encountering-situation-waiting-line-wait
/qbank/2023-test1/images/img_32965d9b2ba20f4be6946d9edba4079a.jpeg,img_32965d9b2ba20f4be6946d9edba4079a.jpeg,32965d9b2ba20f4be6946d9edba4079a,violations-penalties-kind-violation-stopping-car-have-bus-32965d9b.jpeg,/qbank/2023-test1/images/violations-penalties-kind-violation-stopping-car-have-bus-32965d9b.jpeg,q0493,493,violations-penalties,,true,violations-penalties-kind-violation-stopping-car-have-bus
/qbank/2023-test1/images/img_833c8d25acfb074bd568e9789fc17479.jpeg,img_833c8d25acfb074bd568e9789fc17479.jpeg,833c8d25acfb074bd568e9789fc17479,indicators-correct-use-lights-rainy-day-cannot-833c8d25.jpeg,/qbank/2023-test1/images/indicators-correct-use-lights-rainy-day-cannot-833c8d25.jpeg,q0497,497,driving-operations,driving-operations:indicators|proper-driving:safe-driving,true,indicators-correct-use-lights-rainy-day-cannot
/qbank/2023-test1/images/img_f0e3f9cac11b783968bf2eb6b2b96f6a.jpeg,img_f0e3f9cac11b783968bf2eb6b2b96f6a.jpeg,f0e3f9cac11b783968bf2eb6b2b96f6a,traffic-lights-pass-intersection-running-straight-yield-right-f0e3f9ca.jpeg,/qbank/2023-test1/images/traffic-lights-pass-intersection-running-straight-yield-right-f0e3f9ca.jpeg,q0503,503,traffic-lights,,true,traffic-lights-pass-intersection-running-straight-yield-right
/qbank/2023-test1/images/img_f247aa5c64ce1d20146935d372ed02ac.jpeg,img_f247aa5c64ce1d20146935d372ed02ac.jpeg,f247aa5c64ce1d20146935d372ed02ac,mcq-minimum-speed-lane-100km-f247aa5c.jpeg,/qbank/2023-test1/images/mcq-minimum-speed-lane-100km-f247aa5c.jpeg,q0505,505,mcq,,true,mcq-minimum-speed-lane-100km
/qbank/2023-test1/images/img_0ee5e8bd6ce626169cfe26ce7be193cd.jpeg,img_0ee5e8bd6ce626169cfe26ce7be193cd.jpeg,0ee5e8bd6ce626169cfe26ce7be193cd,mcq-max-speed-city-50km-0ee5e8bd.jpeg,/qbank/2023-test1/images/mcq-max-speed-city-50km-0ee5e8bd.jpeg,q0510,510,mcq,,true,mcq-max-speed-city-50km
/qbank/2023-test1/images/img_6b3b9c8107e8645cceb0bee05287974f.jpeg,img_6b3b9c8107e8645cceb0bee05287974f.jpeg,6b3b9c8107e8645cceb0bee05287974f,mcq-motorized-allowed-stop-section-within-50m-6b3b9c81.jpeg,/qbank/2023-test1/images/mcq-motorized-allowed-stop-section-within-50m-6b3b9c81.jpeg,q0513,513,mcq,,true,mcq-motorized-allowed-stop-section-within-50m
/qbank/2023-test1/images/img_83f1f428be7f998d533e93d3088bd0fd.jpeg,img_83f1f428be7f998d533e93d3088bd0fd.jpeg,83f1f428be7f998d533e93d3088bd0fd,road-markings-turn-left-intersection-along-83f1f428.jpeg,/qbank/2023-test1/images/road-markings-turn-left-intersection-along-83f1f428.jpeg,q0519,519,traffic-signals,traffic-signals:road-markings,true,road-markings-turn-left-intersection-along
/qbank/2023-test1/images/img_caf73621bd5be60a1c5a7eaa1d528495.jpeg,img_caf73621bd5be60a1c5a7eaa1d528495.jpeg,caf73621bd5be60a1c5a7eaa1d528495,mcq-encountering-slow-moving-front-follow-caf73621.jpeg,/qbank/2023-test1/images/mcq-encountering-slow-moving-front-follow-caf73621.jpeg,q0520,520,mcq,,true,mcq-encountering-slow-moving-front-follow
/qbank/2023-test1/images/img_25a7f86a8db6cc9f3974423cac729930.jpeg,img_25a7f86a8db6cc9f3974423cac729930.jpeg,25a7f86a8db6cc9f3974423cac729930,row-braking-system-may-malfunction-lights-25a7f86a.jpeg,/qbank/2023-test1/images/row-braking-system-may-malfunction-lights-25a7f86a.jpeg,q0522|q0541|q0569|q0604,522|541|569|604,row,,true,row-braking-system-may-malfunction-lights
/qbank/2023-test1/images/img_465d38642daba45c5a8fce46500e98d6.jpeg,img_465d38642daba45c5a8fce46500e98d6.jpeg,465d38642daba45c5a8fce46500e98d6,row-doors-both-sides-closed-lights-465d3864.jpeg,/qbank/2023-test1/images/row-doors-both-sides-closed-lights-465d3864.jpeg,q0523|q0602,523|602,row,,true,row-doors-both-sides-closed-lights
/qbank/2023-test1/images/img_bff6c554bca38da9249d752619304767.jpeg,img_bff6c554bca38da9249d752619304767.jpeg,bff6c554bca38da9249d752619304767,row-light-switch-rotated-position-whole-bff6c554.jpeg,/qbank/2023-test1/images/row-light-switch-rotated-position-whole-bff6c554.jpeg,q0524,524,row,,true,row-light-switch-rotated-position-whole
/qbank/2023-test1/images/img_fd5def965d8b96e20338c2ff92ecd64d.jpeg,img_fd5def965d8b96e20338c2ff92ecd64d.jpeg,fd5def965d8b96e20338c2ff92ecd64d,row-light-switch-position-front-fog-fd5def96.jpeg,/qbank/2023-test1/images/row-light-switch-position-front-fog-fd5def96.jpeg,q0525,525,row,,true,row-light-switch-position-front-fog
/qbank/2023-test1/images/img_b51267a7253c4d2f0b154b831448a521.jpeg,img_b51267a7253c4d2f0b154b831448a521.jpeg,b51267a7253c4d2f0b154b831448a521,row-displays-current-engine-speed-6000-b51267a7.jpeg,/qbank/2023-test1/images/row-displays-current-engine-speed-6000-b51267a7.jpeg,q0526,526,row,,true,row-displays-current-engine-speed-6000
/qbank/2023-test1/images/img_3811ecc5a9ee2d696ca650a6ae5a17bb.jpeg,img_3811ecc5a9ee2d696ca650a6ae5a17bb.jpeg,3811ecc5a9ee2d696ca650a6ae5a17bb,row-oil-pressure-engine-may-too-3811ecc5.jpeg,/qbank/2023-test1/images/row-oil-pressure-engine-may-too-3811ecc5.jpeg,q0527|q0559|q0611,527|559|611,row,,true,row-oil-pressure-engine-may-too
/qbank/2023-test1/images/img_af5f2fb3b3b9cebac5262595107b300a.jpeg,img_af5f2fb3b3b9cebac5262595107b300a.jpeg,af5f2fb3b3b9cebac5262595107b300a,row-lights-turning-front-high-beam-af5f2fb3.jpeg,/qbank/2023-test1/images/row-lights-turning-front-high-beam-af5f2fb3.jpeg,q0528|q0583,528|583,row,,true,row-lights-turning-front-high-beam
/qbank/2023-test1/images/img_fe03dac8e4025cc02d2d45c9eed02bac.jpeg,img_fe03dac8e4025cc02d2d45c9eed02bac.jpeg,fe03dac8e4025cc02d2d45c9eed02bac,row-pull-down-switch-turn-signal-fe03dac8.jpeg,/qbank/2023-test1/images/row-pull-down-switch-turn-signal-fe03dac8.jpeg,q0529,529,row,,true,row-pull-down-switch-turn-signal
/qbank/2023-test1/images/p46-530.jpg,p46-530.jpg,327849c2d589859abf8fbe10b0bbe3ba,vehicle-basics-move-switch-down-windscreen-wipers-327849c2.jpg,/qbank/2023-test1/images/vehicle-basics-move-switch-down-windscreen-wipers-327849c2.jpg,q0530,530,vehicle-basics,,true,vehicle-basics-move-switch-down-windscreen-wipers
/qbank/2023-test1/images/img_e428f1567e3758e428cc83120c049c6a.jpeg,img_e428f1567e3758e428cc83120c049c6a.jpeg,e428f1567e3758e428cc83120c049c6a,indicators-lights-handbrake-pulled-e428f156.jpeg,/qbank/2023-test1/images/indicators-lights-handbrake-pulled-e428f156.jpeg,q0534|q0601,534|601,driving-operations,driving-operations:indicators,true,indicators-lights-handbrake-pulled
/qbank/2023-test1/images/img_a173db2ad448f35a07c511ca7d7ea5a7.jpeg,img_a173db2ad448f35a07c511ca7d7ea5a7.jpeg,a173db2ad448f35a07c511ca7d7ea5a7,row-lights-remind-engine-coolant-may-a173db2a.jpeg,/qbank/2023-test1/images/row-lights-remind-engine-coolant-may-a173db2a.jpeg,q0535|q0560|q0627,535|560|627,row,,true,row-lights-remind-engine-coolant-may
/qbank/2023-test1/images/img_b1b5d8961d2a7296f5bffca81bf293bc.jpeg,img_b1b5d8961d2a7296f5bffca81bf293bc.jpeg,b1b5d8961d2a7296f5bffca81bf293bc,row-flashes-breaking-down-b1b5d896.jpeg,/qbank/2023-test1/images/row-flashes-breaking-down-b1b5d896.jpeg,q0536|q0572|q0616,536|572|616,row,,true,row-flashes-breaking-down
/qbank/2023-test1/images/img_1c36edbb31b4888390dcc425c0779ab8.jpeg,img_1c36edbb31b4888390dcc425c0779ab8.jpeg,1c36edbb31b4888390dcc425c0779ab8,row-lights-left-door-closed-1c36edbb.jpeg,/qbank/2023-test1/images/row-lights-left-door-closed-1c36edbb.jpeg,q0537,537,row,,true,row-lights-left-door-closed
/qbank/2023-test1/images/img_0d7bf0f0dcfd89d2be82df8a59e965e1.jpeg,img_0d7bf0f0dcfd89d2be82df8a59e965e1.jpeg,0d7bf0f0dcfd89d2be82df8a59e965e1,vehicle-basics-steering-wheel-will-locked-removing-0d7bf0f0.jpeg,/qbank/2023-test1/images/vehicle-basics-steering-wheel-will-locked-removing-0d7bf0f0.jpeg,q0538,538,vehicle-basics,,true,vehicle-basics-steering-wheel-will-locked-removing
/qbank/2023-test1/images/img_0c0edad954a03a3ae621e8c141f72f2e.jpeg,img_0c0edad954a03a3ae621e8c141f72f2e.jpeg,0c0edad954a03a3ae621e8c141f72f2e,vehicle-basics-ignition-switch-start-position-starter-0c0edad9.jpeg,/qbank/2023-test1/images/vehicle-basics-ignition-switch-start-position-starter-0c0edad9.jpeg,q0539,539,vehicle-basics,,true,vehicle-basics-ignition-switch-start-position-starter
/qbank/2023-test1/images/img_b564bb5061f7b52e40500214725f59e2.jpeg,img_b564bb5061f7b52e40500214725f59e2.jpeg,b564bb5061f7b52e40500214725f59e2,row-lights-remind-engine-needs-add-b564bb50.jpeg,/qbank/2023-test1/images/row-lights-remind-engine-needs-add-b564bb50.jpeg,q0542|q0621,542|621,row,,true,row-lights-remind-engine-needs-add
/qbank/2023-test1/images/img_af2a501dc8f69161a751f1d92172ece3.jpeg,img_af2a501dc8f69161a751f1d92172ece3.jpeg,af2a501dc8f69161a751f1d92172ece3,row-lights-continuously-indicate-engine-control-af2a501d.jpeg,/qbank/2023-test1/images/row-lights-continuously-indicate-engine-control-af2a501d.jpeg,q0543,543,row,,true,row-lights-continuously-indicate-engine-control
/qbank/2023-test1/images/img_625f03d68eda552e07bddb32a3017d45.jpeg,img_625f03d68eda552e07bddb32a3017d45.jpeg,625f03d68eda552e07bddb32a3017d45,row-lights-continuously-indicate-airbag-working-625f03d6.jpeg,/qbank/2023-test1/images/row-lights-continuously-indicate-airbag-working-625f03d6.jpeg,q0545|q0591,545|591,row,,true,row-lights-continuously-indicate-airbag-working
/qbank/2023-test1/images/img_fa5554e2982b8cf89463a74c018927cf.jpeg,img_fa5554e2982b8cf89463a74c018927cf.jpeg,fa5554e2982b8cf89463a74c018927cf,row-lights-turning-right-turn-signal-fa5554e2.jpeg,/qbank/2023-test1/images/row-lights-turning-right-turn-signal-fa5554e2.jpeg,q0546|q0594,546|594,row,,true,row-lights-turning-right-turn-signal
/qbank/2023-test1/images/img_77220d7c5a01fe7848b9b5b63580bc67.jpeg,img_77220d7c5a01fe7848b9b5b63580bc67.jpeg,77220d7c5a01fe7848b9b5b63580bc67,indicators-rear-windshield-defroster-starts-work-77220d7c.jpeg,/qbank/2023-test1/images/indicators-rear-windshield-defroster-starts-work-77220d7c.jpeg,q0547,547,driving-operations,driving-operations:indicators,true,indicators-rear-windshield-defroster-starts-work
/qbank/2023-test1/images/img_ddba9d1c57649262dbaa50ad81c198d1.jpeg,img_ddba9d1c57649262dbaa50ad81c198d1.jpeg,ddba9d1c57649262dbaa50ad81c198d1,row-lights-indicate-engine-compartment-opened-ddba9d1c.jpeg,/qbank/2023-test1/images/row-lights-indicate-engine-compartment-opened-ddba9d1c.jpeg,q0548|q0617,548|617,row,,true,row-lights-indicate-engine-compartment-opened
/qbank/2023-test1/images/img_4b59defeff4100264ff89469b462c50e.jpeg,img_4b59defeff4100264ff89469b462c50e.jpeg,4b59defeff4100264ff89469b462c50e,row-lights-turning-left-turn-signal-4b59defe.jpeg,/qbank/2023-test1/images/row-lights-turning-left-turn-signal-4b59defe.jpeg,q0549|q0622,549|622,row,,true,row-lights-turning-left-turn-signal
/qbank/2023-test1/images/img_3dc32303d524de08f46ecc391051c6b3.jpeg,img_3dc32303d524de08f46ecc391051c6b3.jpeg,3dc32303d524de08f46ecc391051c6b3,vehicle-basics-ignition-switch-position-use-electrical-3dc32303.jpeg,/qbank/2023-test1/images/vehicle-basics-ignition-switch-position-use-electrical-3dc32303.jpeg,q0550,550,vehicle-basics,,true,vehicle-basics-ignition-switch-position-use-electrical
/qbank/2023-test1/images/img_83244b3bd80ad77329922bc031e95cc8.jpeg,img_83244b3bd80ad77329922bc031e95cc8.jpeg,83244b3bd80ad77329922bc031e95cc8,row-displays-current-speed-83244b3b.jpeg,/qbank/2023-test1/images/row-displays-current-speed-83244b3b.jpeg,q0551,551,row,,true,row-displays-current-speed
/qbank/2023-test1/images/img_336efcbf5a73dcff73c7b21cee411df9.jpeg,img_336efcbf5a73dcff73c7b21cee411df9.jpeg,336efcbf5a73dcff73c7b21cee411df9,row-lights-indicate-right-door-closed-336efcbf.jpeg,/qbank/2023-test1/images/row-lights-indicate-right-door-closed-336efcbf.jpeg,q0552,552,row,,true,row-lights-indicate-right-door-closed
/qbank/2023-test1/images/img_84f4fa9e2c1d8989f9dff41d8b5ea5c6.jpeg,img_84f4fa9e2c1d8989f9dff41d8b5ea5c6.jpeg,84f4fa9e2c1d8989f9dff41d8b5ea5c6,indicators-move-turn-signal-switch-upward-84f4fa9e.jpeg,/qbank/2023-test1/images/indicators-move-turn-signal-switch-upward-84f4fa9e.jpeg,q0553,553,driving-operations,driving-operations:indicators,true,indicators-move-turn-signal-switch-upward
/qbank/2023-test1/images/img_15b1126342cce905fb4f658fa489a3b8.jpeg,img_15b1126342cce905fb4f658fa489a3b8.jpeg,15b1126342cce905fb4f658fa489a3b8,row-lights-indicate-luggage-compartment-open-15b11263.jpeg,/qbank/2023-test1/images/row-lights-indicate-luggage-compartment-open-15b11263.jpeg,q0554|q0606,554|606,row,,true,row-lights-indicate-luggage-compartment-open
/qbank/2023-test1/images/img_e71668f2b3368e3b7d4cf94b089b65eb.jpeg,img_e71668f2b3368e3b7d4cf94b089b65eb.jpeg,e71668f2b3368e3b7d4cf94b089b65eb,row-lights-turning-width-light-e71668f2.jpeg,/qbank/2023-test1/images/row-lights-turning-width-light-e71668f2.jpeg,q0555|q0620,555|620,row,,true,row-lights-turning-width-light
/qbank/2023-test1/images/img_a8cd44581e1f7a16aa4af82c4dfa30c8.jpeg,img_a8cd44581e1f7a16aa4af82c4dfa30c8.jpeg,a8cd44581e1f7a16aa4af82c4dfa30c8,vehicle-basics-lights-abs-open-a8cd4458.jpeg,/qbank/2023-test1/images/vehicle-basics-lights-abs-open-a8cd4458.jpeg,q0556|q0586,556|586,vehicle-basics,,true,vehicle-basics-lights-abs-open
/qbank/2023-test1/images/img_eaba04c77a8456540f60c68a8ba61ec8.jpeg,img_eaba04c77a8456540f60c68a8ba61ec8.jpeg,eaba04c77a8456540f60c68a8ba61ec8,row-lights-turning-front-low-beam-eaba04c7.jpeg,/qbank/2023-test1/images/row-lights-turning-front-low-beam-eaba04c7.jpeg,q0557|q0612,557|612,row,,true,row-lights-turning-front-low-beam
/qbank/2023-test1/images/p49-558.jpg,p49-558.jpg,a46fc204e31aefb6d7aa980037206d5e,vehicle-basics-starter-works-turning-ignition-switch-a46fc204.jpg,/qbank/2023-test1/images/vehicle-basics-starter-works-turning-ignition-switch-a46fc204.jpg,q0558,558,vehicle-basics,,true,vehicle-basics-starter-works-turning-ignition-switch
/qbank/2023-test1/images/img_f789868e396e89ec24064a34d4f7a367.jpeg,img_f789868e396e89ec24064a34d4f7a367.jpeg,f789868e396e89ec24064a34d4f7a367,vehicle-basics-hold-steering-wheel-like-correct-f789868e.jpeg,/qbank/2023-test1/images/vehicle-basics-hold-steering-wheel-like-correct-f789868e.jpeg,q0561,561,vehicle-basics,,true,vehicle-basics-hold-steering-wheel-like-correct
/qbank/2023-test1/images/p49-562.jpg,p49-562.jpg,8a6d2cab1ffcd5b08a683dd69137e336,row-rear-fog-light-lights-8a6d2cab.jpg,/qbank/2023-test1/images/row-rear-fog-light-lights-8a6d2cab.jpg,q0562,562,row,,true,row-rear-fog-light-lights
/qbank/2023-test1/images/img_7c16f50f129934de770fecfab12c7f95.jpeg,img_7c16f50f129934de770fecfab12c7f95.jpeg,7c16f50f129934de770fecfab12c7f95,row-lights-turning-front-fog-light-7c16f50f.jpeg,/qbank/2023-test1/images/row-lights-turning-front-fog-light-7c16f50f.jpeg,q0563|q0576,563|576,row,,true,row-lights-turning-front-fog-light
/qbank/2023-test1/images/img_3c99eb0512e6e318f6619528440c4050.jpeg,img_3c99eb0512e6e318f6619528440c4050.jpeg,3c99eb0512e6e318f6619528440c4050,row-lights-indicate-generator-charging-batteries-3c99eb05.jpeg,/qbank/2023-test1/images/row-lights-indicate-generator-charging-batteries-3c99eb05.jpeg,q0564|q0584,564|584,row,,true,row-lights-indicate-generator-charging-batteries
/qbank/2023-test1/images/img_7ae51200ea841830de1000cdad800d89.jpeg,img_7ae51200ea841830de1000cdad800d89.jpeg,7ae51200ea841830de1000cdad800d89,row-lights-turning-rear-fog-light-7ae51200.jpeg,/qbank/2023-test1/images/row-lights-turning-rear-fog-light-7ae51200.jpeg,q0565|q0580,565|580,row,,true,row-lights-turning-rear-fog-light
/qbank/2023-test1/images/p50-567.jpg,p50-567.jpg,b154108cd98d99fd5da0cd65c46e64c5,row-displays-current-temperature-coolant-degrees-b154108c.jpg,/qbank/2023-test1/images/row-displays-current-temperature-coolant-degrees-b154108c.jpg,q0567,567,row,,true,row-displays-current-temperature-coolant-degrees
/qbank/2023-test1/images/img_6a92e0044600c30b28d90cf91cde3861.jpeg,img_6a92e0044600c30b28d90cf91cde3861.jpeg,6a92e0044600c30b28d90cf91cde3861,indicators-displays-oil-tank-has-less-6a92e004.jpeg,/qbank/2023-test1/images/indicators-displays-oil-tank-has-less-6a92e004.jpeg,q0568,568,driving-operations,driving-operations:indicators,true,indicators-displays-oil-tank-has-less
/qbank/2023-test1/images/img_d076f94c8cc6060a61fefc27258a25e8.jpeg,img_d076f94c8cc6060a61fefc27258a25e8.jpeg,d076f94c8cc6060a61fefc27258a25e8,row-lights-remind-driver-seat-adjusted-d076f94c.jpeg,/qbank/2023-test1/images/row-lights-remind-driver-seat-adjusted-d076f94c.jpeg,q0570|q0571|q0605,570|571|605,row,,true,row-lights-remind-driver-seat-adjusted
/qbank/2023-test1/images/img_02cbb7f9b55486994431375e4f320b47.jpeg,img_02cbb7f9b55486994431375e4f320b47.jpeg,02cbb7f9b55486994431375e4f320b47,row-lights-indicate-enabling-floor-front-02cbb7f9.jpeg,/qbank/2023-test1/images/row-lights-indicate-enabling-floor-front-02cbb7f9.jpeg,q0573,573,row,,true,row-lights-indicate-enabling-floor-front
/qbank/2023-test1/images/img_35d35a0ad09a8d9f3729f0e8e0046e97.jpeg,img_35d35a0ad09a8d9f3729f0e8e0046e97.jpeg,35d35a0ad09a8d9f3729f0e8e0046e97,vehicle-basics-device-switch-symbol-control-windscreen-wiper-35d35a0a.jpeg,/qbank/2023-test1/images/vehicle-basics-device-switch-symbol-control-windscreen-wiper-35d35a0a.jpeg,q0577,577,vehicle-basics,,true,vehicle-basics-device-switch-symbol-control-windscreen-wiper
/qbank/2023-test1/images/img_0163e0a727cf534758ac667450edb8a4.jpeg,img_0163e0a727cf534758ac667450edb8a4.jpeg,0163e0a727cf534758ac667450edb8a4,vehicle-basics-manipulation-device-gear-lever-0163e0a7.jpeg,/qbank/2023-test1/images/vehicle-basics-manipulation-device-gear-lever-0163e0a7.jpeg,q0578,578,vehicle-basics,,true,vehicle-basics-manipulation-device-gear-lever
/qbank/2023-test1/images/img_83ce4b2e18009e7249c2c1171bec314d.jpeg,img_83ce4b2e18009e7249c2c1171bec314d.jpeg,83ce4b2e18009e7249c2c1171bec314d,vehicle-basics-switch-symbol-control-rear-window-83ce4b2e.jpeg,/qbank/2023-test1/images/vehicle-basics-switch-symbol-control-rear-window-83ce4b2e.jpeg,q0581,581,vehicle-basics,,true,vehicle-basics-switch-symbol-control-rear-window
/qbank/2023-test1/images/img_7c427a3e8f74e1fa251f761a247616b2.jpeg,img_7c427a3e8f74e1fa251f761a247616b2.jpeg,7c427a3e8f74e1fa251f761a247616b2,vehicle-basics-manipulation-device-switch-defogger-7c427a3e.jpeg,/qbank/2023-test1/images/vehicle-basics-manipulation-device-switch-defogger-7c427a3e.jpeg,q0582,582,vehicle-basics,,true,vehicle-basics-manipulation-device-switch-defogger
/qbank/2023-test1/images/img_b6861ddd160aef6c36dce7acaddb8f78.jpeg,img_b6861ddd160aef6c36dce7acaddb8f78.jpeg,b6861ddd160aef6c36dce7acaddb8f78,vehicle-basics-pedal-brake-b6861ddd.jpeg,/qbank/2023-test1/images/vehicle-basics-pedal-brake-b6861ddd.jpeg,q0585,585,vehicle-basics,,true,vehicle-basics-pedal-brake
